Cliente [cód];Venda anual;Últim venda;Família
OMAR BECKER [33001];34.52;11/01/2013 00:00;IATD
OMX CRISTIANE FERNANDES  LTDA [36466];302.52;16/06/2025 00:00;_ASD
OMX CRISTIANE FERNANDES  LTDA [36466];94.2;18/09/2014 00:00;_OUT
OMX CRISTIANE FERNANDES  LTDA [36466];4;03/03/2022 00:00;_PVC
OMX CRISTIANE FERNANDES  LTDA [36466];39.9;16/06/2025 00:00;IATD
OMX CRISTIANE FERNANDES  LTDA [36466];4.99;03/03/2022 00:00;PSeI
ONERIO PONCIANO OLIVEIRA DIAS [54758];50;17/05/2019 00:00;_OUT
ONERIO PONCIANO OLIVEIRA DIAS [54758];12;17/05/2019 00:00;PSeI
OPEN EXPRESS TRANSPS LTDA. [28356];34.56;02/10/2013 00:00;PSeI
OPEN EXPRESS TRANSPS LTDA. [28356];104;02/10/2013 00:00;REFL
OPEN EXPRESS TRANSPS LTDA. [28356];62;02/10/2013 00:00;TAPT
OPPUS ENFEITES E ACESSORIOS DE METAIS LTDA [34314];916.5;29/09/2014 00:00;IATD
OPTO ANTI REFLEXO EM LENTES IND E COM LTDA [43092];30;01/07/2024 00:00;_ASD
OPTO ANTI REFLEXO EM LENTES IND E COM LTDA [43092];66.66;01/07/2024 00:00;_EPI
OPTO ANTI REFLEXO EM LENTES IND E COM LTDA [43092];1020.93;15/04/2025 00:00;_OUT
OPTO ANTI REFLEXO EM LENTES IND E COM LTDA [43092];25.3;01/07/2024 00:00;ELET
OPTO ANTI REFLEXO EM LENTES IND E COM LTDA [43092];127.12;01/07/2024 00:00;IATD
OPTO ANTI REFLEXO EM LENTES IND E COM LTDA [43092];16.632.999.999.999.900;01/07/2024 00:00;PSeI
OPTOLENTES LENTES DE CONTATO LTDA [40291];150;21/02/2017 00:00;_ASD
OPTOLENTES LENTES DE CONTATO LTDA [40291];60;21/02/2017 00:00;_EPI
OPTOLENTES LENTES DE CONTATO LTDA [40291];103;21/02/2017 00:00;_OUT
OPUSALIS CONSTRUCOES LTDA [60714];26.73;25/10/2021 00:00;IATD
OPUSALIS CONSTRUCOES LTDA [60714];600;10/11/2021 00:00;SATW
ORDEM AUXILIADORA DE SENHORAS EVANGELICAS DE NOVA  [54042];67;19/03/2020 00:00;IATD
ORDEM DOS ADVOGADOS DO BRASIL SECCAO DO RGS [29370];12641.34;04/06/2018 00:00;IATD
ORDENHADEIRAS SULINOX LTDA. [27674];24.794.999.999.999.900;13/02/2017 00:00;_OUT
ORDENHADEIRAS SULINOX LTDA. [27674];1041.5;11/03/2020 00:00;IATD
ORDENHADEIRAS SULINOX LTDA. [27674];453.2;16/09/2020 00:00;PSeI
ORDONES SOUZA DA ROSA [54502];8.619.999.999.999.990;14/09/2021 00:00;IATD
ORF IND E COM DE COMPONENT CALCADOS LTDA - EPP [37913];858.15;22/05/2024 00:00;IATD
ORGANIZACAO RELIGIOSA SANTO ENRIQUE DE OSSO [63601];109.88;30/07/2024 00:00;IATD
ORGANIZACAO RELIGIOSA SANTO ENRIQUE DE OSSO [63601];205.04;22/05/2023 00:00;SATW
ORGANIZASOM PRODUTORA DE EVENTOS LTDA [62703];867.1;28/02/2025 00:00;ELET
ORGANIZASOM PRODUTORA DE EVENTOS LTDA [62703];85;22/09/2023 00:00;PSeI
ORIGAMI SERVICOS DE ENGENHARIA LTDA [59640];85.31;15/04/2021 00:00;_OUT
ORION COMERCIO DE FILTROS E LUBRIFICANTES LTDA - M [46665];479.5;12/12/2016 00:00;_ASD
ORION COMERCIO DE FILTROS E LUBRIFICANTES LTDA - M [46665];23.5;23/03/2016 00:00;_EPI
ORION COMERCIO DE FILTROS E LUBRIFICANTES LTDA - M [46665];1092;26/08/2021 00:00;_EVA
ORION COMERCIO DE FILTROS E LUBRIFICANTES LTDA - M [46665];100.4;02/08/2018 00:00;_OUT
ORION COMERCIO DE FILTROS E LUBRIFICANTES LTDA - M [46665];12.7;12/12/2016 00:00;ELET
ORION COMERCIO DE FILTROS E LUBRIFICANTES LTDA - M [46665];44.2;23/03/2016 00:00;FTAQ
ORION COMERCIO DE FILTROS E LUBRIFICANTES LTDA - M [46665];94.05;02/08/2018 00:00;PAPE
ORION COMERCIO DE FILTROS E LUBRIFICANTES LTDA - M [46665];132;02/08/2018 00:00;PSeI
ORLANDO WASKOW GRELLERT [36051];16.75;03/05/2013 00:00;_EPI
ORLANDO WASKOW GRELLERT [36051];6.9;03/05/2013 00:00;IATD
ORLANDO WASKOW GRELLERT [36051];16;15/03/2013 00:00;PSeI
ORNAMENTUS LTDA [33873];728;29/08/2013 00:00;IATD
ORQUIDEA INCORPORADORA LTDA [33573];4868;22/03/2013 00:00;ELET
ORTIZ E CORREA LTDA - ME [28245];690.56;25/09/2015 00:00;IATD
ORTOPEDICA CANADENSE LTDA - ME [37293];36.9;05/07/2013 00:00;IATD
ORTOPONTO COM DE PROD DE ORTOPEDIA  SAUDE [53207];144;02/12/2020 00:00;_OUT
ORTOPONTO COM DE PROD DE ORTOPEDIA  SAUDE [53207];1661.3;07/08/2020 00:00;PSeI
ORTOPONTO COM DE PROD DE ORTOPEDIA  SAUDE [53207];24;24/09/2020 00:00;SATW
ORTOPONTO COM DE PROD DE ORTOPEDIA  SAUDE [53207];4140;24/09/2020 00:00;TAPT
ORVAL MORAIS DURGANTE [31072];100.65;11/08/2014 00:00;_ASD
ORY BROCHIER DE MEDEIROS JUNIOR [51756];62.7;23/04/2020 00:00;PAPE
OSANA PAULETTI LTDA [64939];676.05;06/03/2025 00:00;_ASD
OSCAR AUGUSTO DIEBOLD [50044];14.65;07/07/2017 00:00;IATD
OSCAR FACHEL REMIAO [45084];9;09/11/2016 00:00;_ASD
OSCAR FACHEL REMIAO [45084];54;09/11/2016 00:00;_OUT
OSCAR FACHEL REMIAO [45084];104;09/11/2016 00:00;ELET
OSCAR FACHEL REMIAO [45084];595;09/11/2016 00:00;IATD
OSCAR FROZI [54226];33;05/09/2019 00:00;_EPI
OSCAR FROZI [54226];29.06;09/11/2021 00:00;IATD
OSCAR FROZI [54226];19.5;28/06/2019 00:00;PSeI
OSCAR JUAREZ FACHINELLO DA SILVA [52202];25;26/04/2018 00:00;IATD
OSCAR JUAREZ FACHINELLO DA SILVA [52202];132;26/04/2018 00:00;SATW
OSCAR TADEU MARQUES FORMIGA - ME [48735];40;13/12/2016 00:00;
OSCAR TADEU MARQUES FORMIGA - ME [48735];42.2;03/07/2017 00:00;IATD
OSCAR TADEU MARQUES FORMIGA - ME [48735];7;03/07/2017 00:00;PSeI
OSIAS DE OLIVEIRA [40415];88.3;28/04/2014 00:00;IATD
OSMAR BRITO [40943];14;24/06/2014 00:00;IATD
OSMAR BRITO [40943];31.5;24/06/2014 00:00;SATW
OSMAR DA SILVA [44642];92.68;22/07/2015 00:00;_OUT
OSMAR DE ANDRADE [47790];90.7;12/08/2016 00:00;IATD
OSMAR ORI NUNES DE OLIVEIRA [52525];100;22/06/2018 00:00;_OUT
OSMAR PATRICK BARBOSA DA SILVA [66902];5;16/04/2025 00:00;_EVA
OSMILDO DE ABREU JUNIOR [65226];104.5;22/04/2024 00:00;IATD
OST RENOVADORA DE PNEUS LTDA [31103];345.8;22/10/2013 00:00;IATD
OSVALDO BASTOS DA SILVA [43788];50;17/04/2015 00:00;_OUT
OSVALDO BASTOS DA SILVA [43788];30;17/04/2015 00:00;PSeI
OSVALDO DA SILVA BRANDAO JUNIOR [59630];83;14/04/2021 00:00;_OUT
OSVALDO DA SILVA BRANDAO JUNIOR [59630];12;14/04/2021 00:00;PSeI
OSVALDO DE BRITTO [60097];59.16;07/07/2021 00:00;IATD
OSVALDO HUMBERTO BERTOLINI [48973];30;30/01/2017 00:00;FECH
OSVALDO JOAO DA SILVA [53279];14.11;15/10/2018 00:00;_ASD
OSVALDO JOAO DA SILVA [53279];11.7;15/10/2018 00:00;ELET
OSVALDO JOAO DA SILVA [53279];53.4;15/10/2018 00:00;IATD
OSVALDO LUIZ RODRIGUES [41984];56.91;02/10/2014 00:00;PAPE
OSVALDO REZENDE [52510];11.4;20/06/2018 00:00;PSeI
OSVINO ARLINDO BERTAGNOLLI [54357];50;27/03/2019 00:00;_OUT
OSVINO ARLINDO BERTAGNOLLI [54357];25.8;25/03/2019 00:00;PSeI
OTALICIO DA CUNHA BLEY [55764];11.263.999.999.999.900;15/10/2019 00:00;PSeI
OTAVIO MACHADO ASSUMPCAO [46613];7.5;16/03/2016 00:00;AUTO
OTAVIO MACHADO ASSUMPCAO [46613];12.08;28/08/2025 00:00;IATD
OTAVIO MACHADO ASSUMPCAO [46613];30;16/03/2016 00:00;PELI
OTAVIO SALDANHA BARCELLOS [43789];5;17/04/2015 00:00;REFL
OTAVIO TEIXEIRA BORGES [48248];83.99;17/10/2016 00:00;_ASD
OTICAS LINCE LTDA - EPP [37138];297;21/06/2013 00:00;TAPT
OUZE COMUNICACAO VISUAL LTDA [39685];290;24/07/2024 00:00;IATD
OVERPRINT IMPRESSOS LTDA - ME [41837];179.28;18/09/2014 00:00;PSeI
OXICOLOR COMERCIO E BENEFICIAMENTO DE METAIS LTDA [26780];9.984.000.000.000.000;21/02/2025 00:00;IATD
OXICOLOR COMERCIO E BENEFICIAMENTO DE METAIS LTDA [26780];107.6;25/07/2023 00:00;PSeI
OXICROM ABRASIVOS LTDA [57726];990;18/09/2020 00:00;_EPI
OXICROM ABRASIVOS LTDA [57726];58;13/08/2020 00:00;_OUT
OXICROM ABRASIVOS LTDA [57726];6636.67;19/05/2025 00:00;IATD
OXICROM ABRASIVOS LTDA [57726];1823.48;19/05/2025 00:00;PSeI
OXIMED GASES E EQUIP PARA OXIGENOTERAPIA LTDA [57374];32.43;09/06/2020 00:00;AUTO
OXIMED GASES E EQUIP PARA OXIGENOTERAPIA LTDA [57374];256;13/07/2020 00:00;IATD
OZIRIS RUDINEI DA SILVA BERNARDINI [45121];50;10/09/2015 00:00;_OUT
P & B EMBALAGENS LTDA [53182];503.28;06/11/2018 00:00;IATD
P & B EMBALAGENS LTDA [53182];204;29/01/2019 00:00;PSeI
P & H TELEFONIA & REPRESENTACOES LTDA [52003];895;06/04/2018 00:00;TAPT
P C R MEDEIROS AUTOPECAS LTDA - ME [44931];27.434.000.000.000.000;04/08/2021 00:00;_OUT
P C R MEDEIROS AUTOPECAS LTDA - ME [44931];13.120.000.000.000.000;26/05/2021 00:00;IATD
P C R MEDEIROS AUTOPECAS LTDA - ME [44931];1475.9;05/10/2020 00:00;PAPE
P C R MEDEIROS AUTOPECAS LTDA - ME [44931];842.5;04/08/2021 00:00;PSeI
P L A MAQUINAS PULVERIZADORAS FERTILIZADORAS LTDA [27521];4847.08;20/03/2024 00:00;IATD
P L A MAQUINAS PULVERIZADORAS FERTILIZADORAS LTDA [27521];32.81;12/01/2016 00:00;PSeI
P L COPETTI - ME [49961];173;26/07/2017 00:00;ELET
P L COPETTI - ME [49961];40;26/07/2017 00:00;IATD
P L COPETTI - ME [49961];5.4;26/07/2017 00:00;PSeI
P MARGOTTI MACHADO LTDA [52117];100;05/02/2020 00:00;_OUT
P MARGOTTI MACHADO LTDA [52117];225;04/06/2020 00:00;FTAQ
P MARGOTTI MACHADO LTDA [52117];118.5;03/03/2020 00:00;IATD
P&W DESIGN INDUSTRIA DE MOVEIS LTDA ELISE [25452];552;10/05/2022 00:00;_ASD
P&W DESIGN INDUSTRIA DE MOVEIS LTDA ELISE [25452];486.4;05/11/2013 00:00;_EPI
P&W DESIGN INDUSTRIA DE MOVEIS LTDA ELISE [25452];113;23/10/2020 00:00;_OUT
P&W DESIGN INDUSTRIA DE MOVEIS LTDA ELISE [25452];520;12/06/2025 00:00;IATD
P&W DESIGN INDUSTRIA DE MOVEIS LTDA ELISE [25452];6720;24/01/2024 00:00;PSeI
P. C. B. RANGEL [64321];379.03;17/09/2024 00:00;TEFL
P. H. FRANCIOSI LTDA [67397];107.1;30/07/2025 00:00;REFL
P. SANTOS COMUNICACAO VISUAL LTDA. [60311];4899.39;11/08/2025 00:00;IATD
P. SANTOS COMUNICACAO VISUAL LTDA. [60311];34.734.000.000.000.000;23/07/2025 00:00;PSeI
P.H.R. BRILHANTE & CIA. LTDA. [28910];48.69;04/03/2013 00:00;_OUT
P.H.R. BRILHANTE & CIA. LTDA. [28910];996.62;11/06/2013 00:00;IATD
P81 COM  IMP E EXP DE MATERIAL ESPORTIVO LTDA [61079];114;21/01/2022 00:00;IATD
PABLO FOGACA [48502];51.8;11/11/2016 00:00;_OUT
PABLO LOPES DA SILVA [43698];10.5;10/04/2015 00:00;_ASD
PACO MANOLO BECKER [54059];72;13/02/2019 00:00;IATD
PADIESEL ACESSORIOS LTDA [30359];76;13/04/2021 00:00;_OUT
PADIESEL ACESSORIOS LTDA [30359];12.6;21/01/2021 00:00;IATD
PADIESEL ACESSORIOS LTDA [30359];160.16;01/09/2021 00:00;PAPE
PADIESEL ACESSORIOS LTDA [30359];715.55;02/09/2021 00:00;PSeI
PADILHA PEREIRA & CIA LTDA [47015];13.551.999.999.999.900;11/05/2016 00:00;PAPE
PADRAO SANTO COM.DE ARTIG. DE PAPEL. & SERV. GRAF. [67257];69.16;04/07/2025 00:00;IATD
PAGINI INDUSTRIA DE MAQUINAS COMERCIO IMPORTACAO E [66680];342.86;18/03/2025 00:00;IATD
PALACIO DO BUFFET RESTAURANTE LTDA [55191];2906;05/08/2019 00:00;TAPT
PALACIO DOS MOTORISTAS LTDA - EPP [46681];201.6;01/11/2023 00:00;IATD
PAMA ALIMENTOS E LOGISTICA LTDA [43328];46.856.000.000.000.000;05/03/2015 00:00;IATD
PAMELA BIANCHINI - ME [44546];211;10/02/2017 00:00;IATD
PAMELA RAMOS MONTEIRO [47028];98.5;12/05/2016 00:00;_OUT
PAMPA CHEMICAL LTDA [61347];23632.41;12/06/2024 00:00;IATD
PAMPA COMERCIO DE MADEIRAS E FERRAGENS LTDA [32160];44.7;16/12/2024 00:00;PSeI
PAMPA TECHH COM SUPRIMENTOS PERSONALIZAVEIS E IMP [38530];140;11/03/2020 00:00;_EPI
PAMPA TECHH COM SUPRIMENTOS PERSONALIZAVEIS E IMP [38530];8.504.000.000.000.000;29/07/2025 00:00;_OUT
PAMPA TECHH COM SUPRIMENTOS PERSONALIZAVEIS E IMP [38530];70.8;11/12/2020 00:00;_PVC
PAMPA TECHH COM SUPRIMENTOS PERSONALIZAVEIS E IMP [38530];45;19/06/2017 00:00;AUTO
PAMPA TECHH COM SUPRIMENTOS PERSONALIZAVEIS E IMP [38530];500.9;04/02/2025 00:00;IATD
PAMPA TECHH COM SUPRIMENTOS PERSONALIZAVEIS E IMP [38530];9.809.799.999.999.990;29/07/2025 00:00;PAPE
PAMPA TECHH COM SUPRIMENTOS PERSONALIZAVEIS E IMP [38530];74.88;18/02/2020 00:00;PR3M
PAMPA TECHH COM SUPRIMENTOS PERSONALIZAVEIS E IMP [38530];1091.5;29/07/2025 00:00;PSeI
PAMPA TECHH COM SUPRIMENTOS PERSONALIZAVEIS E IMP [38530];324;24/09/2019 00:00;TAPT
PAMPA TECHH COM SUPRIMENTOS PERSONALIZAVEIS E IMP [38530];2616;16/06/2015 00:00;TEFL
PAMPARAFIA  INDUSTRIA E COMERCIO DE EMBAL LTDA [55645];4997.55;14/08/2023 00:00;FTAQ
PAMPARAFIA  INDUSTRIA E COMERCIO DE EMBAL LTDA [55645];29.381.600.000.000.000;17/09/2020 00:00;IATD
PAMPELL POA MAQ PECAS EQUIP E LOCAC LTDA [37797];162.96;31/10/2013 00:00;IATD
PAMPELL POA MAQ PECAS EQUIP E LOCAC LTDA [37797];154.8;20/08/2013 00:00;PSeI
PANAMBRA SUL COMERCIO DE VEICULOS LTDA  -  POA [35476];425;06/02/2013 00:00;IATD
PANAMBRA SUL S/A  -  POA [31288];241.35;04/08/2022 00:00;IATD
PANATLANTICA S.A. [32690];25;25/06/2018 00:00;
PANATLANTICA S.A. [32690];1790.6;04/10/2022 00:00;_ASD
PANATLANTICA S.A. [32690];565.44;15/02/2022 00:00;IATD
PANATLANTICA S.A. [32690];857.7;02/09/2019 00:00;PSeI
PANDA EXPRESS INDUSTRIA E COMERCIO DE ALIMENTOS LT [64469];153.88;30/10/2023 00:00;IATD
PANDROL INDUSTRIA E SOLUÇOES FER LTDA [57241];12;28/05/2020 00:00;_ASD
PANDROL INDUSTRIA E SOLUÇOES FER LTDA [57241];5.555.199.999.999.990;01/10/2020 00:00;IATD
PANDROL INDUSTRIA E SOLUCOES FERROV LTDA [31544];5128.2;12/09/2024 00:00;FTAQ
PANDROL INDUSTRIA E SOLUCOES FERROV LTDA [31544];11703.66;08/11/2022 00:00;IATD
PANFACIL ALIMENTOS LTDA [54580];120;25/04/2019 00:00;IATD
PANHO INDUSTRIA E COMERCIO DE FIBRAS E METAIS LTDA [32673];9.5;03/10/2014 00:00;ELET
PANHO INDUSTRIA E COMERCIO DE FIBRAS E METAIS LTDA [32673];857.26;05/05/2022 00:00;IATD
PANHO INDUSTRIA E COMERCIO DE FIBRAS E METAIS LTDA [32673];22.009.500.000.000.000;05/05/2022 00:00;PAPE
PANHO INDUSTRIA E COMERCIO DE FIBRAS E METAIS LTDA [32673];108.17;08/11/2021 00:00;PSeI
PANIFICIO PARTENON LTDA - ME [42201];254.38;29/11/2021 00:00;IATD
PANITZ EQUIPAMENTOS CONTRA INCENDIO LTDA EPP [59714];510;01/07/2021 00:00;SATW
PANIZE EXTINTORES LTDA [59881];357;09/06/2021 00:00;IATD
PANIZE EXTINTORES LTDA [59881];4000;28/05/2021 00:00;SATW
PANTANEIRO INDUSTRIA E COMERCIO DE CAPAS LTDA [51910];3384.96;11/09/2024 00:00;IATD
PANTANEIRO INDUSTRIA E COMERCIO DE CAPAS LTDA [51910];30959.2;12/02/2025 00:00;PSeI
PAPELSUL EMBALAGENS LTDA [43644];2304;09/12/2015 00:00;PSeI
PAPELZITO COM E IMPORT DE PAPELARIA E INF LTDA [63404];524.46;27/08/2025 00:00;IATD
PAPELZITO COM E IMPORT DE PAPELARIA E INF LTDA [63404];7.681.999.999.999.990;27/08/2025 00:00;PSeI
PAPELZITO COM E IMPORT DE PAPELARIA E INF LTDA [63404];647.6;23/04/2025 00:00;SIKA
PAPIERS ATELIER SERIGRAFICO LTDA [26457];8;29/01/2016 00:00;
PAPIERS ATELIER SERIGRAFICO LTDA [26457];149.12;24/10/2014 00:00;IATD
PAPUESTA INDUSTRIA GRAFICA LTDA [26640];565;25/08/2022 00:00;IATD
PAPUESTA INDUSTRIA GRAFICA LTDA [26640];1024.8;04/12/2013 00:00;PELI
PAQUETA CALCADOS LTDA. [28343];910;18/03/2016 00:00;IATD
PARABONI MULTIFERRAMENTAS INDUSTRIA E COMERCIO LTD [47346];32;05/02/2020 00:00;IATD
PARAFLU DO BRASIL IND DE PRODUTOS QUIM LTDA  RS [53196];310.8;15/07/2024 00:00;DYNA
PARAFLU DO BRASIL IND DE PRODUTOS QUIM LTDA  RS [53196];153.78;14/02/2024 00:00;IATD
PARAFLU DO BRASIL IND DE PRODUTOS QUIM LTDA  RS [53196];4.716.959.999.999.990;24/10/2024 00:00;MANU
PARAFLU DO BRASIL IND DE PRODUTOS QUIM LTDA  RS [53196];180561.23;05/12/2024 00:00;PSeI
PARALELO TRINTA  ENG E GERENCIAMENTO LTDA - ME [45339];624;16/10/2015 00:00;_OUT
PARALELO TRINTA  ENG E GERENCIAMENTO LTDA - ME [45339];225;16/10/2015 00:00;PSeI
PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A [33912];1821.4;06/09/2023 00:00;_ASD
PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A [33912];251;13/01/2025 00:00;_OUT
PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A [33912];853.7;09/05/2023 00:00;IATD
PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A [33912];4.348.799.999.999.990;14/10/2015 00:00;PSeI
PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A [33912];268;20/10/2021 00:00;TEFL
PARANA EQUIPAMENTOS S/A.-POA [29028];600;09/10/2013 00:00;_OUT
PARANA EQUIPAMENTOS S/A.-POA [29028];300.75;31/07/2014 00:00;IATD
PARANA EQUIPAMENTOS S/A.-POA [29028];64.32;08/08/2014 00:00;PSeI
PARANA EQUIPAMENTOS S/A.-POA [29028];699;28/11/2013 00:00;REFL
PARATY LONAS & POLICARBONATOS LTDA - EPP [51423];392.5;12/06/2025 00:00;TEFL
PARK INOX METAIS E COMERCIO DE ACOS LTDA [64085];88.92;10/08/2023 00:00;_OUT
PARK INOX METAIS E COMERCIO DE ACOS LTDA [64085];145.9;10/08/2023 00:00;FTAQ
PARK INOX METAIS E COMERCIO DE ACOS LTDA [64085];338.05;10/08/2023 00:00;PAPE
PARKER HANNIFIN INDUSTRIA E COMERCI LTDA [25666];0.01;11/05/2016 00:00;_ASD
PARKER HANNIFIN INDUSTRIA E COMERCI LTDA [25666];16.8;11/01/2013 00:00;_EVA
PARKER HANNIFIN INDUSTRIA E COMERCI LTDA [25666];92.7;10/10/2014 00:00;_OUT
PARKER HANNIFIN INDUSTRIA E COMERCI LTDA [25666];205;18/02/2015 00:00;FTAQ
PARKER HANNIFIN INDUSTRIA E COMERCI LTDA [25666];0.04;11/05/2016 00:00;IATD
PARKER HANNIFIN INDUSTRIA E COMERCI LTDA [25666];269.68;06/02/2015 00:00;PSeI
PARKER-MIGLIORINI INTERNATIONAL DO BRASIL LTDA [59196];3828.83;05/02/2021 00:00;IATD
PARKS S/A COMUNICACOES DIGITAIS [27831];31.6;10/01/2017 00:00;_PVC
PARKS S/A COMUNICACOES DIGITAIS [27831];42.218.999.999.999.900;01/09/2025 00:00;ELET
PARKS S/A COMUNICACOES DIGITAIS [27831];76;17/05/2017 00:00;FTAQ
PARKS S/A COMUNICACOES DIGITAIS [27831];2584.94;06/08/2025 00:00;IATD
PARKS S/A COMUNICACOES DIGITAIS [27831];7228;22/07/2025 00:00;PSeI
PARKS S/A COMUNICACOES DIGITAIS [27831];360;25/03/2025 00:00;TEFL
PARTHENON ESTRUTURAS METALICAS LTDA. [28611];6.740.999.999.999.990;22/08/2013 00:00;_OUT
PARTHENON ESTRUTURAS METALICAS LTDA. [28611];16087.2;24/01/2014 00:00;IATD
PARTHENON ESTRUTURAS METALICAS LTDA. [28611];331.53;22/08/2013 00:00;PAPE
PASCOAL ZORRER [46917];50;28/04/2016 00:00;_OUT
PASCOAL ZORRER [46917];26.3;28/05/2020 00:00;IATD
PASCOAL ZORRER [46917];92.18;28/05/2020 00:00;PAPE
PASTRO E KLOSS FABRIC E COM DE ART MET LTDA - EPP [31294];396;01/07/2019 00:00;_OUT
PASTRO E KLOSS FABRIC E COM DE ART MET LTDA - EPP [31294];2251;11/07/2019 00:00;_PVC
PASTRO E KLOSS FABRIC E COM DE ART MET LTDA - EPP [31294];360;29/07/2020 00:00;IATD
PASTRO E KLOSS FABRIC E COM DE ART MET LTDA - EPP [31294];18;01/07/2019 00:00;PSeI
PATRICH PAZ DE LIMA [44963];38.5;21/08/2015 00:00;FELT
PATRICIA BARBETTA [50332];16.5;13/02/2020 00:00;IATD
PATRICIA BARBETTA [50332];23.7;13/02/2020 00:00;PSeI
PATRICIA BIANCHINI [49829];30;08/12/2023 00:00;_ASD
PATRICIA BIANCHINI [49829];5;03/08/2021 00:00;FELT
PATRICIA BIANCHINI [49829];127.68;29/05/2023 00:00;IATD
PATRICIA BRITO DOS SANTOS [54485];5.25;28/05/2019 00:00;PSeI
PATRICIA COSTA STEINERT [53110];5.993.000.000.000.000;28/04/2020 00:00;ELET
PATRICIA COSTA STEINERT [53110];147.07;17/02/2020 00:00;PAPE
PATRICIA COSTA STEINERT [53110];24;28/04/2020 00:00;PSeI
PATRICIA DA MOTTA VASCONCELLOS [49875];17.69;05/07/2022 00:00;IATD
PATRICIA DA ROCHA CIRINO KITTLAUS - ME [49987];522.02;19/03/2018 00:00;PSeI
PATRICIA DA SILVA RODRIGUES [43862];402.67;08/05/2015 00:00;out/02
PATRICIA DE CASSIA DE FREITAS - ME [43512];80.64;23/03/2015 00:00;IATD
PATRICIA DIAS HOMEM [35808];11.032.000.000.000.000;27/09/2013 00:00;IATD
PATRICIA DIAS HOMEM [35808];59.8;27/09/2013 00:00;PAPE
PATRICIA DIAS HOMEM [35808];17.28;27/09/2013 00:00;PSeI
PATRICIA DOS SANTOS SEVERO [65338];49.2;06/02/2025 00:00;_ASD
PATRICIA DOS SANTOS SEVERO [65338];31.91;06/02/2025 00:00;AUTO
PATRICIA DOS SANTOS SEVERO [65338];26.18;04/11/2024 00:00;ELET
PATRICIA DOS SANTOS SEVERO [65338];12.98;05/08/2024 00:00;FECH
PATRICIA DOS SANTOS SEVERO [65338];139.76;13/01/2025 00:00;IATD
PATRICIA DOS SANTOS SEVERO [65338];42.04;31/10/2024 00:00;PSeI
PATRICIA MONACO SCHULER [35708];50;13/02/2013 00:00;IATD
PATRICIA NUGLICH MARTINEZ [49812];500;06/06/2017 00:00;_OUT
PATRICIA SANTOS DA LUZ [43107];32;08/03/2016 00:00;AUTO
PATRICIA SCHNEIDER [41586];143.8;26/08/2014 00:00;_EPI
PATRICIA SCHNEIDER [41586];9.77;26/08/2014 00:00;PR3M
PATRICIA SILVA DA COSTA [46065];240;11/04/2018 00:00;_ASD
PATRICIA SOARES LTDA [38243];24;27/09/2013 00:00;AUTO
PATRICIA TAIS DE OLIVEIRA TRINDADE [39960];7.41;03/06/2015 00:00;_ASD
PATRICIA TAIS DE OLIVEIRA TRINDADE [39960];19;03/06/2015 00:00;ELET
PATRICIA TAIS DE OLIVEIRA TRINDADE [39960];13.95;03/06/2015 00:00;IATD
PATRICIA WERBERICH PEREIRA SCUR [40904];80;17/06/2014 00:00;IATD
PATRICIO ALACARAZ ZINI [32925];1;06/11/2019 00:00;_ASD
PATRICIO ALACARAZ ZINI [32925];15;26/02/2014 00:00;_EPI
PATRICIO ALACARAZ ZINI [32925];28.5;06/06/2014 00:00;AUTO
PATRICIO ALACARAZ ZINI [32925];20.8;13/07/2015 00:00;ELET
PATRICIO ALACARAZ ZINI [32925];72;26/08/2024 00:00;IATD
PATRICIO ALACARAZ ZINI [32925];85.53;26/08/2024 00:00;PSeI
PATRICIO ALACARAZ ZINI [32925];150;24/09/2015 00:00;TAPT
PATRICK CAZAROTTO [32876];45.21;31/05/2013 00:00;_OUT
PATRICK CAZAROTTO [32876];36.54;01/07/2019 00:00;IATD
PATRICK CAZAROTTO [32876];4.32;31/05/2013 00:00;PSeI
PATRICK COZER DE OLIVEIRA [36551];70;30/04/2013 00:00;REFL
PATRICK DUVAL [41279];230;28/07/2014 00:00;SATW
PATRICK SUEIK ANTINOLFI - ME [49846];37.2;08/06/2017 00:00;PSeI
PATRICK TROIAN DE OLIVEIRA [55127];176;15/07/2019 00:00;SATW
PATRIQUE CAMARGO LEAL [35166];14.8;19/10/2015 00:00;_PVC
PATRIQUE CAMARGO LEAL [35166];141.3;29/08/2017 00:00;IATD
PATROL TUBOS LTDA - EPP [46855];592;06/04/2017 00:00;PSeI
PAUL HARRIS EMPREENDIMENTOS IMOBILIARIOS SPE LTDA [64190];572;11/09/2023 00:00;_ASD
PAUL HARRIS EMPREENDIMENTOS IMOBILIARIOS SPE LTDA [64190];1745.8;11/09/2023 00:00;IATD
PAULA BLASCO  GROSS [52927];50;22/08/2018 00:00;_OUT
PAULA BLASCO  GROSS [52927];18.330.000.000.000.000;22/08/2018 00:00;IATD
PAULA BLASCO  GROSS [52927];84.87;22/08/2018 00:00;PAPE
PAULA DANIELA DA SILVA ARRUDA 85218847020 [58109];200;07/10/2020 00:00;IATD
